지하철역,승차총승객수,하차총승객수,총 승차인원,총 하차인원,lat,lng
불광,8004,9452,8004,9452,37.6102072578868,126.92998576213
삼송,9297,9094,9297,9094,37.6550162726238,126.896562231497
수서,9629,8463,9629,8463,37.4873889933503,127.101859191018
신사,11108,10958,11108,10958,37.5171124958274,127.019494541135
안국,7682,8406,7682,8406,37.5767203705556,126.985823042976
압구정,11469,12084,11469,12084,37.5264308236177,127.028480919224
약수,5491,5522,5491,5522,37.5545595558163,127.010822526737
양재,10604,12674,10604,12674,37.4839347328908,127.034544193436
연신내,18040,17330,18040,17330,37.618962003178,126.921162124977
오금,2220,2222,2220,2222,37.5022659793733,127.127879247544
옥수,3919,4299,3919,4299,37.5409877747326,127.018965435917
원당,5141,5017,5141,5017,37.6534333656508,126.843104741837
원흥,4529,4442,4529,4442,37.6509206996283,126.873307347639
을지로3가,2519,2382,2519,2382,37.56626594615,126.990308356253
일원,2936,3181,2936,3181,37.4840735840284,127.084451750048
잠원,1948,2075,1948,2075,37.5127991148107,127.01122017966
정발산,4426,4484,4426,4484,37.6589801992463,126.773725939404
종로3가,3043,3936,3043,3936,37.5704266025836,126.99202930223
주엽,3930,3869,3930,3869,37.6704315940863,126.761046013417
지축,1729,1656,1729,1656,37.6496180734177,126.912167788573
충무로,1,0,1,0,37.5612890978954,126.994207448462
학여울,657,704,657,704,37.4967171864138,127.071718971861
홍제,7597,7319,7597,7319,37.5887103667691,126.944242309924
화정,8254,8554,8254,8554,37.6345077843042,126.832630042005
가락시장,8321,8076,8321,8076,37.4927440321316,127.118485741487
경복궁,16419,15972,16419,15972,37.5758613027702,126.973062710191
경찰병원,7282,7317,7282,7317,37.4956031419934,127.124067847413
고속터미널,36229,32417,36229,32417,37.5049267445237,127.004949918697
교대,12547,8436,12547,8436,37.4928178646055,127.013838469407
구파발,19344,18110,19344,18110,37.6368417889316,126.918745426412
금호,7360,7170,7360,7170,37.5481125196986,127.015893753726
남부터미널,27313,27445,27313,27445,37.48514016604,127.016207055102
녹번,14572,13505,14572,13505,37.6007421809861,126.936019442532
대곡,1771,1396,1771,1396,37.6318206316005,126.810602730178
대청,9616,8967,9616,8967,37.4937218597788,127.079493645766
대치,10850,10899,10850,10899,37.4945627553067,127.063430193449
대화,11902,9288,11902,9288,37.675954868441,126.747305098166
도곡,5047,5159,5047,5159,37.4908647717187,127.05532337372
독립문,5953,6082,5953,6082,37.5744103589329,126.957750279047
동대입구,6386,6633,6386,6633,37.559030224347,127.005460196954
마두,6859,7092,6859,7092,37.6523303524635,126.778195968273
매봉,12152,11515,12152,11515,37.4869611285839,127.046614560925
무악재,3678,3688,3678,3688,37.5823841472467,126.950322097494
백석,9233,9268,9233,9268,37.6431608335662,126.788171623016
불광,14902,16011,14902,16011,37.6102072578868,126.92998576213
삼송,18098,17920,18098,17920,37.6550162726238,126.896562231497
수서,15959,16024,15959,16024,37.4873889933503,127.101859191018
신사,29336,30626,29336,30626,37.5171124958274,127.019494541135
안국,18116,18408,18116,18408,37.5767203705556,126.985823042976
압구정,30696,32344,30696,32344,37.5264308236177,127.028480919224
약수,11727,11471,11727,11471,37.5545595558163,127.010822526737
양재,36102,39356,36102,39356,37.4839347328908,127.034544193436
연신내,33671,32141,33671,32141,37.618962003178,126.921162124977
오금,6035,5392,6035,5392,37.5022659793733,127.127879247544
옥수,8102,8512,8102,8512,37.5409877747326,127.018965435917
원당,10252,9717,10252,9717,37.6534333656508,126.843104741837
원흥,9757,9362,9757,9362,37.6509206996283,126.873307347639
을지로3가,9984,10299,9984,10299,37.56626594615,126.990308356253
일원,9448,9367,9448,9367,37.4840735840284,127.084451750048
잠원,4481,4348,4481,4348,37.5127991148107,127.01122017966
정발산,6446,6356,6446,6356,37.6589801992463,126.773725939404
종로3가,8970,10182,8970,10182,37.5704266025836,126.99202930223
주엽,8419,8316,8419,8316,37.6704315940863,126.761046013417
지축,4239,4229,4239,4229,37.6496180734177,126.912167788573
학여울,1636,1642,1636,1642,37.4967171864138,127.071718971861
홍제,15647,14989,15647,14989,37.5887103667691,126.944242309924
화정,15782,16258,15782,16258,37.6345077843042,126.832630042005
가락시장,8659,8588,8659,8588,37.4927440321316,127.118485741487
경복궁,17756,17304,17756,17304,37.5758613027702,126.973062710191
경찰병원,7324,7285,7324,7285,37.4956031419934,127.124067847413
고속터미널,35692,33353,35692,33353,37.5049267445237,127.004949918697
교대,13342,8797,13342,8797,37.4928178646055,127.013838469407
구파발,19761,18770,19761,18770,37.6368417889316,126.918745426412
금호,7606,7250,7606,7250,37.5481125196986,127.015893753726
남부터미널,27816,28269,27816,28269,37.48514016604,127.016207055102
녹번,14996,13936,14996,13936,37.6007421809861,126.936019442532
대곡,1878,1429,1878,1429,37.6318206316005,126.810602730178
대청,9731,9242,9731,9242,37.4937218597788,127.079493645766
대치,11432,11338,11432,11338,37.4945627553067,127.063430193449
대화,12193,9625,12193,9625,37.675954868441,126.747305098166
도곡,5222,5245,5222,5245,37.4908647717187,127.05532337372
독립문,6189,6407,6189,6407,37.5744103589329,126.957750279047
동대입구,6644,7006,6644,7006,37.559030224347,127.005460196954
마두,7000,7340,7000,7340,37.6523303524635,126.778195968273
매봉,12520,11954,12520,11954,37.4869611285839,127.046614560925
무악재,3850,3915,3850,3915,37.5823841472467,126.950322097494
백석,9518,9585,9518,9585,37.6431608335662,126.788171623016
불광,15419,16307,15419,16307,37.6102072578868,126.92998576213
삼송,18279,18034,18279,18034,37.6550162726238,126.896562231497
수서,15700,16119,15700,16119,37.4873889933503,127.101859191018
신사,30788,31986,30788,31986,37.5171124958274,127.019494541135
안국,18508,18906,18508,18906,37.5767203705556,126.985823042976
압구정,32092,34065,32092,34065,37.5264308236177,127.028480919224
약수,12317,11983,12317,11983,37.5545595558163,127.010822526737
양재,38106,40874,38106,40874,37.4839347328908,127.034544193436
연신내,34529,32971,34529,32971,37.618962003178,126.921162124977
오금,6178,5564,6178,5564,37.5022659793733,127.127879247544
옥수,8301,8817,8301,8817,37.5409877747326,127.018965435917
원당,10620,10186,10620,10186,37.6534333656508,126.843104741837
원흥,10196,9835,10196,9835,37.6509206996283,126.873307347639
을지로3가,10394,10496,10394,10496,37.56626594615,126.990308356253
일원,9869,9655,9869,9655,37.4840735840284,127.084451750048
잠원,4653,4531,4653,4531,37.5127991148107,127.01122017966
정발산,6988,7060,6988,7060,37.6589801992463,126.773725939404
종로3가,9529,10847,9529,10847,37.5704266025836,126.99202930223
주엽,8589,8539,8589,8539,37.6704315940863,126.761046013417
지축,4430,4380,4430,4380,37.6496180734177,126.912167788573
충무로,1,0,1,0,37.5612890978954,126.994207448462
학여울,1664,1764,1664,1764,37.4967171864138,127.071718971861
홍제,16120,15273,16120,15273,37.5887103667691,126.944242309924
화정,16425,16716,16425,16716,37.6345077843042,126.832630042005
가락시장,8693,8459,8693,8459,37.4927440321316,127.118485741487
경복궁,18369,17745,18369,17745,37.5758613027702,126.973062710191
경찰병원,7544,7585,7544,7585,37.4956031419934,127.124067847413
고속터미널,36547,34559,36547,34559,37.5049267445237,127.004949918697
교대,13423,8929,13423,8929,37.4928178646055,127.013838469407
구파발,19685,18774,19685,18774,37.6368417889316,126.918745426412
금호,7601,7301,7601,7301,37.5481125196986,127.015893753726
남부터미널,27735,28321,27735,28321,37.48514016604,127.016207055102
녹번,15124,13844,15124,13844,37.6007421809861,126.936019442532
대곡,1795,1403,1795,1403,37.6318206316005,126.810602730178
대청,9830,9155,9830,9155,37.4937218597788,127.079493645766
대치,11086,11105,11086,11105,37.4945627553067,127.063430193449
대화,11918,9542,11918,9542,37.675954868441,126.747305098166
도곡,5184,5307,5184,5307,37.4908647717187,127.05532337372
독립문,6160,6354,6160,6354,37.5744103589329,126.957750279047
동대입구,6676,6914,6676,6914,37.559030224347,127.005460196954
마두,7094,7289,7094,7289,37.6523303524635,126.778195968273
매봉,12512,11952,12512,11952,37.4869611285839,127.046614560925
무악재,3711,3770,3711,3770,37.5823841472467,126.950322097494
백석,9322,9362,9322,9362,37.6431608335662,126.788171623016
불광,15412,16556,15412,16556,37.6102072578868,126.92998576213
삼송,18494,18187,18494,18187,37.6550162726238,126.896562231497
수서,15578,15935,15578,15935,37.4873889933503,127.101859191018
신사,30479,31702,30479,31702,37.5171124958274,127.019494541135
안국,18790,19178,18790,19178,37.5767203705556,126.985823042976
압구정,32478,34335,32478,34335,37.5264308236177,127.028480919224
약수,12313,11967,12313,11967,37.5545595558163,127.010822526737
양재,38153,40985,38153,40985,37.4839347328908,127.034544193436
연신내,34944,33338,34944,33338,37.618962003178,126.921162124977
오금,6087,5366,6087,5366,37.5022659793733,127.127879247544
옥수,8424,8781,8424,8781,37.5409877747326,127.018965435917
원당,10614,10147,10614,10147,37.6534333656508,126.843104741837
원흥,10245,9828,10245,9828,37.6509206996283,126.873307347639
을지로3가,10395,10601,10395,10601,37.56626594615,126.990308356253
일원,9838,9638,9838,9638,37.4840735840284,127.084451750048
잠원,4705,4693,4705,4693,37.5127991148107,127.01122017966
정발산,6722,6659,6722,6659,37.6589801992463,126.773725939404
종로3가,9964,11197,9964,11197,37.5704266025836,126.99202930223
주엽,8440,8489,8440,8489,37.6704315940863,126.761046013417
지축,4448,4357,4448,4357,37.6496180734177,126.912167788573
충무로,1,0,1,0,37.5612890978954,126.994207448462
학여울,1662,1731,1662,1731,37.4967171864138,127.071718971861
홍제,16300,15518,16300,15518,37.5887103667691,126.944242309924
화정,16208,16545,16208,16545,37.6345077843042,126.832630042005
가락시장,8922,8503,8922,8503,37.4927440321316,127.118485741487
경복궁,18675,18368,18675,18368,37.5758613027702,126.973062710191
경찰병원,7226,7419,7226,7419,37.4956031419934,127.124067847413
고속터미널,37030,35434,37030,35434,37.5049267445237,127.004949918697
교대,13835,9114,13835,9114,37.4928178646055,127.013838469407
구파발,19903,18925,19903,18925,37.6368417889316,126.918745426412
금호,7756,7492,7756,7492,37.5481125196986,127.015893753726
남부터미널,27999,28525,27999,28525,37.48514016604,127.016207055102
녹번,15192,13963,15192,13963,37.6007421809861,126.936019442532
대곡,1924,1475,1924,1475,37.6318206316005,126.810602730178
대청,9964,9375,9964,9375,37.4937218597788,127.079493645766
대치,11531,11403,11531,11403,37.4945627553067,127.063430193449
대화,12115,9605,12115,9605,37.675954868441,126.747305098166
도곡,5198,5325,5198,5325,37.4908647717187,127.05532337372
독립문,6342,6450,6342,6450,37.5744103589329,126.957750279047
동대입구,7116,7338,7116,7338,37.559030224347,127.005460196954
마두,7146,7415,7146,7415,37.6523303524635,126.778195968273
매봉,12738,12291,12738,12291,37.4869611285839,127.046614560925
무악재,3743,3853,3743,3853,37.5823841472467,126.950322097494
백석,9584,9726,9584,9726,37.6431608335662,126.788171623016
불광,15651,16747,15651,16747,37.6102072578868,126.92998576213
삼송,18768,18413,18768,18413,37.6550162726238,126.896562231497
수서,16288,16714,16288,16714,37.4873889933503,127.101859191018
신사,31647,32750,31647,32750,37.5171124958274,127.019494541135
안국,18543,19211,18543,19211,37.5767203705556,126.985823042976
압구정,32248,34101,32248,34101,37.5264308236177,127.028480919224
약수,12450,12059,12450,12059,37.5545595558163,127.010822526737
양재,38112,41435,38112,41435,37.4839347328908,127.034544193436
연신내,34942,33309,34942,33309,37.618962003178,126.921162124977
오금,6151,5569,6151,5569,37.5022659793733,127.127879247544
옥수,8620,9031,8620,9031,37.5409877747326,127.018965435917
원당,10690,10212,10690,10212,37.6534333656508,126.843104741837
원흥,10399,9947,10399,9947,37.6509206996283,126.873307347639
을지로3가,10514,10701,10514,10701,37.56626594615,126.990308356253
일원,10293,10055,10293,10055,37.4840735840284,127.084451750048
잠원,4566,4469,4566,4469,37.5127991148107,127.01122017966
정발산,7026,6960,7026,6960,37.6589801992463,126.773725939404
종로3가,9974,11284,9974,11284,37.5704266025836,126.99202930223
주엽,8528,8653,8528,8653,37.6704315940863,126.761046013417
지축,4470,4324,4470,4324,37.6496180734177,126.912167788573
학여울,1754,1818,1754,1818,37.4967171864138,127.071718971861
홍제,16423,15658,16423,15658,37.5887103667691,126.944242309924
화정,16317,16651,16317,16651,37.6345077843042,126.832630042005
가락시장,9387,9096,9387,9096,37.4927440321316,127.118485741487
경복궁,19074,18615,19074,18615,37.5758613027702,126.973062710191
경찰병원,7511,7470,7511,7470,37.4956031419934,127.124067847413
고속터미널,42206,43483,42206,43483,37.5049267445237,127.004949918697
교대,14159,9179,14159,9179,37.4928178646055,127.013838469407
구파발,20015,18906,20015,18906,37.6368417889316,126.918745426412
금호,8099,7577,8099,7577,37.5481125196986,127.015893753726
남부터미널,30652,30817,30652,30817,37.48514016604,127.016207055102
녹번,15367,13920,15367,13920,37.6007421809861,126.936019442532
대곡,1863,1516,1863,1516,37.6318206316005,126.810602730178
대청,9847,9111,9847,9111,37.4937218597788,127.079493645766
대치,11811,11788,11811,11788,37.4945627553067,127.063430193449
대화,12236,9852,12236,9852,37.675954868441,126.747305098166
도곡,5371,5450,5371,5450,37.4908647717187,127.05532337372
독립문,6565,6651,6565,6651,37.5744103589329,126.957750279047
동대입구,7153,7479,7153,7479,37.559030224347,127.005460196954
마두,7406,7577,7406,7577,37.6523303524635,126.778195968273
매봉,12896,12260,12896,12260,37.4869611285839,127.046614560925
무악재,3857,3843,3857,3843,37.5823841472467,126.950322097494
백석,9816,9887,9816,9887,37.6431608335662,126.788171623016
불광,15761,17028,15761,17028,37.6102072578868,126.92998576213
삼송,19188,18817,19188,18817,37.6550162726238,126.896562231497
수서,17979,18097,17979,18097,37.4873889933503,127.101859191018
신사,33826,35149,33826,35149,37.5171124958274,127.019494541135
안국,18847,19380,18847,19380,37.5767203705556,126.985823042976
압구정,35125,37298,35125,37298,37.5264308236177,127.028480919224
약수,12965,12444,12965,12444,37.5545595558163,127.010822526737
양재,40154,42237,40154,42237,37.4839347328908,127.034544193436
연신내,36026,34196,36026,34196,37.618962003178,126.921162124977
오금,6263,5581,6263,5581,37.5022659793733,127.127879247544
옥수,9009,9302,9009,9302,37.5409877747326,127.018965435917
원당,10902,10308,10902,10308,37.6534333656508,126.843104741837
원흥,10324,9883,10324,9883,37.6509206996283,126.873307347639
을지로3가,10482,10954,10482,10954,37.56626594615,126.990308356253
일원,9887,9397,9887,9397,37.4840735840284,127.084451750048
잠원,4698,4566,4698,4566,37.5127991148107,127.01122017966
정발산,7357,7530,7357,7530,37.6589801992463,126.773725939404
종로3가,10296,11907,10296,11907,37.5704266025836,126.99202930223
주엽,8891,8808,8891,8808,37.6704315940863,126.761046013417
지축,4360,4197,4360,4197,37.6496180734177,126.912167788573
충무로,1,0,1,0,37.5612890978954,126.994207448462
학여울,1757,1768,1757,1768,37.4967171864138,127.071718971861
홍제,16792,16055,16792,16055,37.5887103667691,126.944242309924
화정,16509,17245,16509,17245,37.6345077843042,126.832630042005
가락시장,5686,5406,5686,5406,37.4927440321316,127.118485741487
경복궁,13627,14089,13627,14089,37.5758613027702,126.973062710191
경찰병원,3702,3694,3702,3694,37.4956031419934,127.124067847413
고속터미널,43388,43336,43388,43336,37.5049267445237,127.004949918697
교대,6247,3750,6247,3750,37.4928178646055,127.013838469407
구파발,13854,13754,13854,13754,37.6368417889316,126.918745426412
금호,5400,4991,5400,4991,37.5481125196986,127.015893753726
남부터미널,18153,18159,18153,18159,37.48514016604,127.016207055102
녹번,9803,8544,9803,8544,37.6007421809861,126.936019442532
대곡,1198,960,1198,960,37.6318206316005,126.810602730178
대청,5745,5252,5745,5252,37.4937218597788,127.079493645766
대치,9216,8229,9216,8229,37.4945627553067,127.063430193449
대화,7591,6872,7591,6872,37.675954868441,126.747305098166
도곡,3297,3180,3297,3180,37.4908647717187,127.05532337372
독립문,5083,5383,5083,5383,37.5744103589329,126.957750279047
동대입구,6877,7366,6877,7366,37.559030224347,127.005460196954
마두,4498,4599,4498,4599,37.6523303524635,126.778195968273
매봉,5589,5321,5589,5321,37.4869611285839,127.046614560925
무악재,2492,2575,2492,2575,37.5823841472467,126.950322097494
백석,6733,7002,6733,7002,37.6431608335662,126.788171623016
불광,11957,13323,11957,13323,37.6102072578868,126.92998576213
삼송,13159,12933,13159,12933,37.6550162726238,126.896562231497
수서,12241,12373,12241,12373,37.4873889933503,127.101859191018
신사,26065,26724,26065,26724,37.5171124958274,127.019494541135
안국,13133,14633,13133,14633,37.5767203705556,126.985823042976
압구정,24711,25484,24711,25484,37.5264308236177,127.028480919224
약수,8464,7981,8464,7981,37.5545595558163,127.010822526737
양재,19763,20996,19763,20996,37.4839347328908,127.034544193436
연신내,26820,25471,26820,25471,37.618962003178,126.921162124977
오금,3515,3305,3515,3305,37.5022659793733,127.127879247544
옥수,6218,6444,6218,6444,37.5409877747326,127.018965435917
원당,7613,7297,7613,7297,37.6534333656508,126.843104741837
원흥,6756,6531,6756,6531,37.6509206996283,126.873307347639
을지로3가,4731,4880,4731,4880,37.56626594615,126.990308356253
일원,5492,5496,5492,5496,37.4840735840284,127.084451750048
잠원,3009,2862,3009,2862,37.5127991148107,127.01122017966
정발산,6036,6216,6036,6216,37.6589801992463,126.773725939404
종로3가,5607,7684,5607,7684,37.5704266025836,126.99202930223
주엽,5961,5992,5961,5992,37.6704315940863,126.761046013417
지축,2930,2840,2930,2840,37.6496180734177,126.912167788573
충무로,1,0,1,0,37.5612890978954,126.994207448462
학여울,1064,994,1064,994,37.4967171864138,127.071718971861
홍제,12055,11444,12055,11444,37.5887103667691,126.944242309924
화정,11599,11982,11599,11982,37.6345077843042,126.832630042005
가락시장,3194,3465,3194,3465,37.4927440321316,127.118485741487
경복궁,9803,9922,9803,9922,37.5758613027702,126.973062710191
경찰병원,2427,2608,2427,2608,37.4956031419934,127.124067847413
고속터미널,34914,32930,34914,32930,37.5049267445237,127.004949918697
교대,3810,2497,3810,2497,37.4928178646055,127.013838469407
구파발,9760,9964,9760,9964,37.6368417889316,126.918745426412
금호,3828,3653,3828,3653,37.5481125196986,127.015893753726
남부터미널,12426,12988,12426,12988,37.48514016604,127.016207055102
녹번,6603,5989,6603,5989,37.6007421809861,126.936019442532
대곡,899,761,899,761,37.6318206316005,126.810602730178
대청,3760,3656,3760,3656,37.4937218597788,127.079493645766
대치,5616,4901,5616,4901,37.4945627553067,127.063430193449
대화,5430,5060,5430,5060,37.675954868441,126.747305098166
도곡,1773,1860,1773,1860,37.4908647717187,127.05532337372
독립문,3490,3788,3490,3788,37.5744103589329,126.957750279047
동대입구,5017,5428,5017,5428,37.559030224347,127.005460196954
마두,3034,3023,3034,3023,37.6523303524635,126.778195968273
매봉,3678,3711,3678,3711,37.4869611285839,127.046614560925
무악재,1687,1770,1687,1770,37.5823841472467,126.950322097494
백석,5039,5080,5039,5080,37.6431608335662,126.788171623016
불광,8789,9915,8789,9915,37.6102072578868,126.92998576213
삼송,9767,9543,9767,9543,37.6550162726238,126.896562231497
수서,9360,9102,9360,9102,37.4873889933503,127.101859191018
신사,13825,13662,13825,13662,37.5171124958274,127.019494541135
안국,9019,9571,9019,9571,37.5767203705556,126.985823042976
압구정,12761,13013,12761,13013,37.5264308236177,127.028480919224
약수,6121,5787,6121,5787,37.5545595558163,127.010822526737
양재,12417,14163,12417,14163,37.4839347328908,127.034544193436
연신내,19331,18628,19331,18628,37.618962003178,126.921162124977
오금,2389,2432,2389,2432,37.5022659793733,127.127879247544
옥수,4279,4395,4279,4395,37.5409877747326,127.018965435917
원당,5535,5368,5535,5368,37.6534333656508,126.843104741837
원흥,4899,4751,4899,4751,37.6509206996283,126.873307347639
을지로3가,3085,2812,3085,2812,37.56626594615,126.990308356253
일원,3067,3179,3067,3179,37.4840735840284,127.084451750048
잠원,1877,1929,1877,1929,37.5127991148107,127.01122017966
정발산,5070,4876,5070,4876,37.6589801992463,126.773725939404
종로3가,3612,4578,3612,4578,37.5704266025836,126.99202930223
주엽,4029,4070,4029,4070,37.6704315940863,126.761046013417
지축,1892,1802,1892,1802,37.6496180734177,126.912167788573
학여울,850,890,850,890,37.4967171864138,127.071718971861
홍제,8143,7969,8143,7969,37.5887103667691,126.944242309924
화정,8568,8824,8568,8824,37.6345077843042,126.832630042005
가락시장,8878,8659,8878,8659,37.4927440321316,127.118485741487
경복궁,17897,17542,17897,17542,37.5758613027702,126.973062710191
경찰병원,7425,7562,7425,7562,37.4956031419934,127.124067847413
고속터미널,36650,34476,36650,34476,37.5049267445237,127.004949918697
교대,13937,9100,13937,9100,37.4928178646055,127.013838469407
구파발,20115,18891,20115,18891,37.6368417889316,126.918745426412
금호,7655,7319,7655,7319,37.5481125196986,127.015893753726
남부터미널,28230,28749,28230,28749,37.48514016604,127.016207055102
녹번,14962,13855,14962,13855,37.6007421809861,126.936019442532
대곡,1843,1457,1843,1457,37.6318206316005,126.810602730178
대청,9733,9358,9733,9358,37.4937218597788,127.079493645766
대치,11559,11336,11559,11336,37.4945627553067,127.063430193449
대화,12342,9776,12342,9776,37.675954868441,126.747305098166
도곡,5216,5351,5216,5351,37.4908647717187,127.05532337372
독립문,6256,6473,6256,6473,37.5744103589329,126.957750279047
동대입구,6678,6842,6678,6842,37.559030224347,127.005460196954
마두,7327,7521,7327,7521,37.6523303524635,126.778195968273
매봉,12575,12067,12575,12067,37.4869611285839,127.046614560925
무악재,3685,3870,3685,3870,37.5823841472467,126.950322097494
백석,9550,9700,9550,9700,37.6431608335662,126.788171623016
불광,15380,16450,15380,16450,37.6102072578868,126.92998576213
삼송,18695,18313,18695,18313,37.6550162726238,126.896562231497
수서,16372,17016,16372,17016,37.4873889933503,127.101859191018
신사,31412,32526,31412,32526,37.5171124958274,127.019494541135
안국,18375,18721,18375,18721,37.5767203705556,126.985823042976
압구정,31950,33776,31950,33776,37.5264308236177,127.028480919224
약수,12167,12005,12167,12005,37.5545595558163,127.010822526737
양재,38083,41211,38083,41211,37.4839347328908,127.034544193436
연신내,34816,33286,34816,33286,37.618962003178,126.921162124977
오금,6128,5472,6128,5472,37.5022659793733,127.127879247544
옥수,8245,8920,8245,8920,37.5409877747326,127.018965435917
원당,10802,10208,10802,10208,37.6534333656508,126.843104741837
원흥,10196,9817,10196,9817,37.6509206996283,126.873307347639
을지로3가,10439,10565,10439,10565,37.56626594615,126.990308356253
일원,9804,9618,9804,9618,37.4840735840284,127.084451750048
잠원,4591,4492,4591,4492,37.5127991148107,127.01122017966
정발산,6935,6819,6935,6819,37.6589801992463,126.773725939404
종로3가,10005,11436,10005,11436,37.5704266025836,126.99202930223
주엽,8819,8663,8819,8663,37.6704315940863,126.761046013417
지축,4436,4330,4436,4330,37.6496180734177,126.912167788573
충무로,1,0,1,0,37.5612890978954,126.994207448462
학여울,1694,1736,1694,1736,37.4967171864138,127.071718971861
홍제,16232,15708,16232,15708,37.5887103667691,126.944242309924
화정,16362,16813,16362,16813,37.6345077843042,126.832630042005
가락시장,8901,8692,8901,8692,37.4927440321316,127.118485741487
경복궁,18586,17962,18586,17962,37.5758613027702,126.973062710191
경찰병원,7560,7511,7560,7511,37.4956031419934,127.124067847413
고속터미널,36778,34875,36778,34875,37.5049267445237,127.004949918697
교대,14448,9302,14448,9302,37.4928178646055,127.013838469407
구파발,19929,18938,19929,18938,37.6368417889316,126.918745426412
금호,7638,7361,7638,7361,37.5481125196986,127.015893753726
남부터미널,28780,29470,28780,29470,37.48514016604,127.016207055102
녹번,15143,14026,15143,14026,37.6007421809861,126.936019442532
대곡,1852,1448,1852,1448,37.6318206316005,126.810602730178
대청,9805,9277,9805,9277,37.4937218597788,127.079493645766
대치,11681,11836,11681,11836,37.4945627553067,127.063430193449
대화,12157,9696,12157,9696,37.675954868441,126.747305098166
도곡,5260,5340,5260,5340,37.4908647717187,127.05532337372
독립문,6143,6349,6143,6349,37.5744103589329,126.957750279047
동대입구,6835,7128,6835,7128,37.559030224347,127.005460196954
마두,7392,7558,7392,7558,37.6523303524635,126.778195968273
매봉,12853,12432,12853,12432,37.4869611285839,127.046614560925
