사용월,호선명,지하철역,승차총승객수,하차총승객수,총 승차인원,총 하차인원
202201,3호선,매봉,3436,3470,3436,3470
202201,3호선,무악재,1462,1663,1462,1663
202201,3호선,백석,4966,4906,4966,4906
202201,3호선,불광,8004,9452,8004,9452
202201,3호선,삼송,9297,9094,9297,9094
202201,3호선,수서,9629,8463,9629,8463
202201,3호선,신사,11108,10958,11108,10958
202201,3호선,안국,7682,8406,7682,8406
202201,3호선,압구정,11469,12084,11469,12084
202201,3호선,약수,5491,5522,5491,5522
202201,3호선,양재,10604,12674,10604,12674
202201,3호선,연신내,18040,17330,18040,17330
202201,3호선,오금,2220,2222,2220,2222
202201,3호선,옥수,3919,4299,3919,4299
202201,3호선,원당,5141,5017,5141,5017
202201,3호선,원흥,4529,4442,4529,4442
202201,3호선,을지로3가,2519,2382,2519,2382
202201,3호선,일원,2936,3181,2936,3181
202201,3호선,잠원,1948,2075,1948,2075
202201,3호선,정발산,4426,4484,4426,4484
202201,3호선,종로3가,3043,3936,3043,3936
202201,3호선,주엽,3930,3869,3930,3869
202201,3호선,지축,1729,1656,1729,1656
202201,3호선,충무로,1,0,1,0
202201,3호선,학여울,657,704,657,704
202201,3호선,홍제,7597,7319,7597,7319
202201,3호선,화정,8254,8554,8254,8554
202201,3호선,가락시장,8321,8076,8321,8076
202201,3호선,경복궁,16419,15972,16419,15972
202201,3호선,경찰병원,7282,7317,7282,7317
202201,3호선,고속터미널,36229,32417,36229,32417
202201,3호선,교대,12547,8436,12547,8436
202201,3호선,구파발,19344,18110,19344,18110
202201,3호선,금호,7360,7170,7360,7170
202201,3호선,남부터미널,27313,27445,27313,27445
202201,3호선,녹번,14572,13505,14572,13505
202201,3호선,대곡,1771,1396,1771,1396
202201,3호선,대청,9616,8967,9616,8967
202201,3호선,대치,10850,10899,10850,10899
202201,3호선,대화,11902,9288,11902,9288
202201,3호선,도곡,5047,5159,5047,5159
202201,3호선,독립문,5953,6082,5953,6082
202201,3호선,동대입구,6386,6633,6386,6633
202201,3호선,마두,6859,7092,6859,7092
202201,3호선,매봉,12152,11515,12152,11515
202201,3호선,무악재,3678,3688,3678,3688
202201,3호선,백석,9233,9268,9233,9268
202201,3호선,불광,14902,16011,14902,16011
202201,3호선,삼송,18098,17920,18098,17920
202201,3호선,수서,15959,16024,15959,16024
202201,3호선,신사,29336,30626,29336,30626
202201,3호선,안국,18116,18408,18116,18408
202201,3호선,압구정,30696,32344,30696,32344
202201,3호선,약수,11727,11471,11727,11471
202201,3호선,양재,36102,39356,36102,39356
202201,3호선,연신내,33671,32141,33671,32141
202201,3호선,오금,6035,5392,6035,5392
202201,3호선,옥수,8102,8512,8102,8512
202201,3호선,원당,10252,9717,10252,9717
202201,3호선,원흥,9757,9362,9757,9362
202201,3호선,을지로3가,9984,10299,9984,10299
202201,3호선,일원,9448,9367,9448,9367
202201,3호선,잠원,4481,4348,4481,4348
202201,3호선,정발산,6446,6356,6446,6356
202201,3호선,종로3가,8970,10182,8970,10182
202201,3호선,주엽,8419,8316,8419,8316
202201,3호선,지축,4239,4229,4239,4229
202201,3호선,학여울,1636,1642,1636,1642
202201,3호선,홍제,15647,14989,15647,14989
202201,3호선,화정,15782,16258,15782,16258
202201,3호선,가락시장,8659,8588,8659,8588
202201,3호선,경복궁,17756,17304,17756,17304
202201,3호선,경찰병원,7324,7285,7324,7285
202201,3호선,고속터미널,35692,33353,35692,33353
202201,3호선,교대,13342,8797,13342,8797
202201,3호선,구파발,19761,18770,19761,18770
202201,3호선,금호,7606,7250,7606,7250
202201,3호선,남부터미널,27816,28269,27816,28269
202201,3호선,녹번,14996,13936,14996,13936
202201,3호선,대곡,1878,1429,1878,1429
202201,3호선,대청,9731,9242,9731,9242
202201,3호선,대치,11432,11338,11432,11338
202201,3호선,대화,12193,9625,12193,9625
202201,3호선,도곡,5222,5245,5222,5245
202201,3호선,독립문,6189,6407,6189,6407
202201,3호선,동대입구,6644,7006,6644,7006
202201,3호선,마두,7000,7340,7000,7340
202201,3호선,매봉,12520,11954,12520,11954
202201,3호선,무악재,3850,3915,3850,3915
202201,3호선,백석,9518,9585,9518,9585
202201,3호선,불광,15419,16307,15419,16307
202201,3호선,삼송,18279,18034,18279,18034
202201,3호선,수서,15700,16119,15700,16119
202201,3호선,신사,30788,31986,30788,31986
202201,3호선,안국,18508,18906,18508,18906
202201,3호선,압구정,32092,34065,32092,34065
202201,3호선,약수,12317,11983,12317,11983
202201,3호선,양재,38106,40874,38106,40874
202201,3호선,연신내,34529,32971,34529,32971
202201,3호선,오금,6178,5564,6178,5564
202201,3호선,옥수,8301,8817,8301,8817
202201,3호선,원당,10620,10186,10620,10186
202201,3호선,원흥,10196,9835,10196,9835
202201,3호선,을지로3가,10394,10496,10394,10496
202201,3호선,일원,9869,9655,9869,9655
202201,3호선,잠원,4653,4531,4653,4531
202201,3호선,정발산,6988,7060,6988,7060
202201,3호선,종로3가,9529,10847,9529,10847
202201,3호선,주엽,8589,8539,8589,8539
202201,3호선,지축,4430,4380,4430,4380
202201,3호선,충무로,1,0,1,0
202201,3호선,학여울,1664,1764,1664,1764
202201,3호선,홍제,16120,15273,16120,15273
202201,3호선,화정,16425,16716,16425,16716
202201,3호선,가락시장,8693,8459,8693,8459
202201,3호선,경복궁,18369,17745,18369,17745
202201,3호선,경찰병원,7544,7585,7544,7585
202201,3호선,고속터미널,36547,34559,36547,34559
202201,3호선,교대,13423,8929,13423,8929
202201,3호선,구파발,19685,18774,19685,18774
202201,3호선,금호,7601,7301,7601,7301
202201,3호선,남부터미널,27735,28321,27735,28321
202201,3호선,녹번,15124,13844,15124,13844
202201,3호선,대곡,1795,1403,1795,1403
202201,3호선,대청,9830,9155,9830,9155
202201,3호선,대치,11086,11105,11086,11105
202201,3호선,대화,11918,9542,11918,9542
202201,3호선,도곡,5184,5307,5184,5307
202201,3호선,독립문,6160,6354,6160,6354
202201,3호선,동대입구,6676,6914,6676,6914
202201,3호선,마두,7094,7289,7094,7289
202201,3호선,매봉,12512,11952,12512,11952
202201,3호선,무악재,3711,3770,3711,3770
202201,3호선,백석,9322,9362,9322,9362
202201,3호선,불광,15412,16556,15412,16556
202201,3호선,삼송,18494,18187,18494,18187
202201,3호선,수서,15578,15935,15578,15935
202201,3호선,신사,30479,31702,30479,31702
202201,3호선,안국,18790,19178,18790,19178
202201,3호선,압구정,32478,34335,32478,34335
202201,3호선,약수,12313,11967,12313,11967
202201,3호선,양재,38153,40985,38153,40985
202201,3호선,연신내,34944,33338,34944,33338
202201,3호선,오금,6087,5366,6087,5366
202201,3호선,옥수,8424,8781,8424,8781
202201,3호선,원당,10614,10147,10614,10147
202201,3호선,원흥,10245,9828,10245,9828
202201,3호선,을지로3가,10395,10601,10395,10601
202201,3호선,일원,9838,9638,9838,9638
202201,3호선,잠원,4705,4693,4705,4693
202201,3호선,정발산,6722,6659,6722,6659
202201,3호선,종로3가,9964,11197,9964,11197
202201,3호선,주엽,8440,8489,8440,8489
202201,3호선,지축,4448,4357,4448,4357
202201,3호선,충무로,1,0,1,0
202201,3호선,학여울,1662,1731,1662,1731
202201,3호선,홍제,16300,15518,16300,15518
202201,3호선,화정,16208,16545,16208,16545
202201,3호선,가락시장,8922,8503,8922,8503
202201,3호선,경복궁,18675,18368,18675,18368
202201,3호선,경찰병원,7226,7419,7226,7419
202201,3호선,고속터미널,37030,35434,37030,35434
202201,3호선,교대,13835,9114,13835,9114
202201,3호선,구파발,19903,18925,19903,18925
202201,3호선,금호,7756,7492,7756,7492
202201,3호선,남부터미널,27999,28525,27999,28525
202201,3호선,녹번,15192,13963,15192,13963
202201,3호선,대곡,1924,1475,1924,1475
202201,3호선,대청,9964,9375,9964,9375
202201,3호선,대치,11531,11403,11531,11403
202201,3호선,대화,12115,9605,12115,9605
202201,3호선,도곡,5198,5325,5198,5325
202201,3호선,독립문,6342,6450,6342,6450
202201,3호선,동대입구,7116,7338,7116,7338
202201,3호선,마두,7146,7415,7146,7415
202201,3호선,매봉,12738,12291,12738,12291
202201,3호선,무악재,3743,3853,3743,3853
202201,3호선,백석,9584,9726,9584,9726
202201,3호선,불광,15651,16747,15651,16747
202201,3호선,삼송,18768,18413,18768,18413
202201,3호선,수서,16288,16714,16288,16714
202201,3호선,신사,31647,32750,31647,32750
202201,3호선,안국,18543,19211,18543,19211
202201,3호선,압구정,32248,34101,32248,34101
202201,3호선,약수,12450,12059,12450,12059
202201,3호선,양재,38112,41435,38112,41435
202201,3호선,연신내,34942,33309,34942,33309
202201,3호선,오금,6151,5569,6151,5569
202201,3호선,옥수,8620,9031,8620,9031
202201,3호선,원당,10690,10212,10690,10212
202201,3호선,원흥,10399,9947,10399,9947
202201,3호선,을지로3가,10514,10701,10514,10701
202201,3호선,일원,10293,10055,10293,10055
202201,3호선,잠원,4566,4469,4566,4469
202201,3호선,정발산,7026,6960,7026,6960
202201,3호선,종로3가,9974,11284,9974,11284
202201,3호선,주엽,8528,8653,8528,8653
202201,3호선,지축,4470,4324,4470,4324
202201,3호선,학여울,1754,1818,1754,1818
202201,3호선,홍제,16423,15658,16423,15658
202201,3호선,화정,16317,16651,16317,16651
202201,3호선,가락시장,9387,9096,9387,9096
202201,3호선,경복궁,19074,18615,19074,18615
202201,3호선,경찰병원,7511,7470,7511,7470
202201,3호선,고속터미널,42206,43483,42206,43483
202201,3호선,교대,14159,9179,14159,9179
202201,3호선,구파발,20015,18906,20015,18906
202201,3호선,금호,8099,7577,8099,7577
202201,3호선,남부터미널,30652,30817,30652,30817
202201,3호선,녹번,15367,13920,15367,13920
202201,3호선,대곡,1863,1516,1863,1516
202201,3호선,대청,9847,9111,9847,9111
202201,3호선,대치,11811,11788,11811,11788
202201,3호선,대화,12236,9852,12236,9852
202201,3호선,도곡,5371,5450,5371,5450
202201,3호선,독립문,6565,6651,6565,6651
202201,3호선,동대입구,7153,7479,7153,7479
202201,3호선,마두,7406,7577,7406,7577
202201,3호선,매봉,12896,12260,12896,12260
202201,3호선,무악재,3857,3843,3857,3843
202201,3호선,백석,9816,9887,9816,9887
202201,3호선,불광,15761,17028,15761,17028
202201,3호선,삼송,19188,18817,19188,18817
202201,3호선,수서,17979,18097,17979,18097
202201,3호선,신사,33826,35149,33826,35149
202201,3호선,안국,18847,19380,18847,19380
202201,3호선,압구정,35125,37298,35125,37298
202201,3호선,약수,12965,12444,12965,12444
202201,3호선,양재,40154,42237,40154,42237
202201,3호선,연신내,36026,34196,36026,34196
202201,3호선,오금,6263,5581,6263,5581
202201,3호선,옥수,9009,9302,9009,9302
202201,3호선,원당,10902,10308,10902,10308
202201,3호선,원흥,10324,9883,10324,9883
202201,3호선,을지로3가,10482,10954,10482,10954
202201,3호선,일원,9887,9397,9887,9397
202201,3호선,잠원,4698,4566,4698,4566
202201,3호선,정발산,7357,7530,7357,7530
202201,3호선,종로3가,10296,11907,10296,11907
202201,3호선,주엽,8891,8808,8891,8808
202201,3호선,지축,4360,4197,4360,4197
202201,3호선,충무로,1,0,1,0
202201,3호선,학여울,1757,1768,1757,1768
202201,3호선,홍제,16792,16055,16792,16055
202201,3호선,화정,16509,17245,16509,17245
202201,3호선,가락시장,5686,5406,5686,5406
202201,3호선,경복궁,13627,14089,13627,14089
202201,3호선,경찰병원,3702,3694,3702,3694
202201,3호선,고속터미널,43388,43336,43388,43336
202201,3호선,교대,6247,3750,6247,3750
202201,3호선,구파발,13854,13754,13854,13754
202201,3호선,금호,5400,4991,5400,4991
202201,3호선,남부터미널,18153,18159,18153,18159
202201,3호선,녹번,9803,8544,9803,8544
202201,3호선,대곡,1198,960,1198,960
202201,3호선,대청,5745,5252,5745,5252
202201,3호선,대치,9216,8229,9216,8229
202201,3호선,대화,7591,6872,7591,6872
202201,3호선,도곡,3297,3180,3297,3180
202201,3호선,독립문,5083,5383,5083,5383
202201,3호선,동대입구,6877,7366,6877,7366
202201,3호선,마두,4498,4599,4498,4599
202201,3호선,매봉,5589,5321,5589,5321
202201,3호선,무악재,2492,2575,2492,2575
202201,3호선,백석,6733,7002,6733,7002
202201,3호선,불광,11957,13323,11957,13323
202201,3호선,삼송,13159,12933,13159,12933
202201,3호선,수서,12241,12373,12241,12373
202201,3호선,신사,26065,26724,26065,26724
202201,3호선,안국,13133,14633,13133,14633
202201,3호선,압구정,24711,25484,24711,25484
202201,3호선,약수,8464,7981,8464,7981
202201,3호선,양재,19763,20996,19763,20996
202201,3호선,연신내,26820,25471,26820,25471
202201,3호선,오금,3515,3305,3515,3305
202201,3호선,옥수,6218,6444,6218,6444
202201,3호선,원당,7613,7297,7613,7297
202201,3호선,원흥,6756,6531,6756,6531
202201,3호선,을지로3가,4731,4880,4731,4880
202201,3호선,일원,5492,5496,5492,5496
202201,3호선,잠원,3009,2862,3009,2862
202201,3호선,정발산,6036,6216,6036,6216
202201,3호선,종로3가,5607,7684,5607,7684
202201,3호선,주엽,5961,5992,5961,5992
202201,3호선,지축,2930,2840,2930,2840
202201,3호선,충무로,1,0,1,0
202201,3호선,학여울,1064,994,1064,994
202201,3호선,홍제,12055,11444,12055,11444
202201,3호선,화정,11599,11982,11599,11982
202201,3호선,가락시장,3194,3465,3194,3465
202201,3호선,경복궁,9803,9922,9803,9922
202201,3호선,경찰병원,2427,2608,2427,2608
202201,3호선,고속터미널,34914,32930,34914,32930
202201,3호선,교대,3810,2497,3810,2497
202201,3호선,구파발,9760,9964,9760,9964
202201,3호선,금호,3828,3653,3828,3653
202201,3호선,남부터미널,12426,12988,12426,12988
202201,3호선,녹번,6603,5989,6603,5989
202201,3호선,대곡,899,761,899,761
202201,3호선,대청,3760,3656,3760,3656
202201,3호선,대치,5616,4901,5616,4901
202201,3호선,대화,5430,5060,5430,5060
202201,3호선,도곡,1773,1860,1773,1860
202201,3호선,독립문,3490,3788,3490,3788
202201,3호선,동대입구,5017,5428,5017,5428
202201,3호선,마두,3034,3023,3034,3023
202201,3호선,매봉,3678,3711,3678,3711
202201,3호선,무악재,1687,1770,1687,1770
202201,3호선,백석,5039,5080,5039,5080
202201,3호선,불광,8789,9915,8789,9915
202201,3호선,삼송,9767,9543,9767,9543
202201,3호선,수서,9360,9102,9360,9102
202201,3호선,신사,13825,13662,13825,13662
202201,3호선,안국,9019,9571,9019,9571
202201,3호선,압구정,12761,13013,12761,13013
202201,3호선,약수,6121,5787,6121,5787
202201,3호선,양재,12417,14163,12417,14163
202201,3호선,연신내,19331,18628,19331,18628
202201,3호선,오금,2389,2432,2389,2432
202201,3호선,옥수,4279,4395,4279,4395
202201,3호선,원당,5535,5368,5535,5368
202201,3호선,원흥,4899,4751,4899,4751
202201,3호선,을지로3가,3085,2812,3085,2812
202201,3호선,일원,3067,3179,3067,3179
202201,3호선,잠원,1877,1929,1877,1929
202201,3호선,정발산,5070,4876,5070,4876
202201,3호선,종로3가,3612,4578,3612,4578
202201,3호선,주엽,4029,4070,4029,4070
202201,3호선,지축,1892,1802,1892,1802
202201,3호선,학여울,850,890,850,890
202201,3호선,홍제,8143,7969,8143,7969
202201,3호선,화정,8568,8824,8568,8824
202201,3호선,가락시장,8878,8659,8878,8659
202201,3호선,경복궁,17897,17542,17897,17542
202201,3호선,경찰병원,7425,7562,7425,7562
202201,3호선,고속터미널,36650,34476,36650,34476
202201,3호선,교대,13937,9100,13937,9100
202201,3호선,구파발,20115,18891,20115,18891
202201,3호선,금호,7655,7319,7655,7319
202201,3호선,남부터미널,28230,28749,28230,28749
202201,3호선,녹번,14962,13855,14962,13855
202201,3호선,대곡,1843,1457,1843,1457
202201,3호선,대청,9733,9358,9733,9358
202201,3호선,대치,11559,11336,11559,11336
202201,3호선,대화,12342,9776,12342,9776
202201,3호선,도곡,5216,5351,5216,5351
202201,3호선,독립문,6256,6473,6256,6473
202201,3호선,동대입구,6678,6842,6678,6842
202201,3호선,마두,7327,7521,7327,7521
202201,3호선,매봉,12575,12067,12575,12067
202201,3호선,무악재,3685,3870,3685,3870
202201,3호선,백석,9550,9700,9550,9700
202201,3호선,불광,15380,16450,15380,16450
202201,3호선,삼송,18695,18313,18695,18313
202201,3호선,수서,16372,17016,16372,17016
202201,3호선,신사,31412,32526,31412,32526
202201,3호선,안국,18375,18721,18375,18721
202201,3호선,압구정,31950,33776,31950,33776
202201,3호선,약수,12167,12005,12167,12005
202201,3호선,양재,38083,41211,38083,41211
202201,3호선,연신내,34816,33286,34816,33286
202201,3호선,오금,6128,5472,6128,5472
202201,3호선,옥수,8245,8920,8245,8920
202201,3호선,원당,10802,10208,10802,10208
202201,3호선,원흥,10196,9817,10196,9817
202201,3호선,을지로3가,10439,10565,10439,10565
202201,3호선,일원,9804,9618,9804,9618
202201,3호선,잠원,4591,4492,4591,4492
202201,3호선,정발산,6935,6819,6935,6819
202201,3호선,종로3가,10005,11436,10005,11436
202201,3호선,주엽,8819,8663,8819,8663
202201,3호선,지축,4436,4330,4436,4330
202201,3호선,충무로,1,0,1,0
202201,3호선,학여울,1694,1736,1694,1736
202201,3호선,홍제,16232,15708,16232,15708
202201,3호선,화정,16362,16813,16362,16813
202201,3호선,가락시장,8901,8692,8901,8692
202201,3호선,경복궁,18586,17962,18586,17962
202201,3호선,경찰병원,7560,7511,7560,7511
202201,3호선,고속터미널,36778,34875,36778,34875
202201,3호선,교대,14448,9302,14448,9302
202201,3호선,구파발,19929,18938,19929,18938
202201,3호선,금호,7638,7361,7638,7361
202201,3호선,남부터미널,28780,29470,28780,29470
202201,3호선,녹번,15143,14026,15143,14026
202201,3호선,대곡,1852,1448,1852,1448
202201,3호선,대청,9805,9277,9805,9277
202201,3호선,대치,11681,11836,11681,11836
202201,3호선,대화,12157,9696,12157,9696
202201,3호선,도곡,5260,5340,5260,5340
202201,3호선,독립문,6143,6349,6143,6349
202201,3호선,동대입구,6835,7128,6835,7128
202201,3호선,마두,7392,7558,7392,7558
202201,3호선,매봉,12853,12432,12853,12432
202201,3호선,무악재,3757,3751,3757,3751
202201,3호선,백석,9498,9519,9498,9519
202201,3호선,불광,15380,16375,15380,16375
202201,3호선,삼송,18474,18124,18474,18124
202201,3호선,수서,16420,16832,16420,16832
202201,3호선,신사,32493,33426,32493,33426
202201,3호선,안국,18988,19406,18988,19406
202201,3호선,압구정,33138,35149,33138,35149
202201,3호선,약수,12440,12046,12440,12046
202201,3호선,양재,39261,42362,39261,42362
202201,3호선,연신내,34794,32918,34794,32918
202201,3호선,오금,6131,5525,6131,5525
202201,3호선,옥수,8480,8975,8480,8975
202201,3호선,원당,10461,9992,10461,9992
202201,3호선,원흥,10277,9849,10277,9849
202201,3호선,을지로3가,10892,10879,10892,10879
202201,3호선,일원,9841,9536,9841,9536
202201,3호선,잠원,4600,4526,4600,4526
202201,3호선,정발산,6889,6771,6889,6771
202201,3호선,종로3가,10302,11363,10302,11363
202201,3호선,주엽,8678,8531,8678,8531
202201,3호선,지축,4338,4254,4338,4254
202201,3호선,충무로,1,0,1,0
202201,3호선,학여울,1659,1690,1659,1690
202201,3호선,홍제,16241,15774,16241,15774
202201,3호선,화정,16205,16675,16205,16675
202201,3호선,가락시장,8591,8440,8591,8440
202201,3호선,경복궁,18524,18089,18524,18089
202201,3호선,경찰병원,7513,7667,7513,7667
202201,3호선,고속터미널,36363,34880,36363,34880
202201,3호선,교대,14343,9268,14343,9268
202201,3호선,구파발,19602,18643,19602,18643
202201,3호선,금호,7697,7370,7697,7370
202201,3호선,남부터미널,28486,28955,28486,28955
202201,3호선,녹번,15015,13818,15015,13818
202201,3호선,대곡,1803,1426,1803,1426
202201,3호선,대청,9772,9217,9772,9217
202201,3호선,대치,11164,11194,11164,11194
202201,3호선,대화,11913,9489,11913,9489
202201,3호선,도곡,5264,5340,5264,5340
202201,3호선,독립문,6100,6423,6100,6423
202201,3호선,동대입구,7273,7584,7273,7584
202201,3호선,마두,7296,7366,7296,7366
202201,3호선,매봉,12661,12097,12661,12097
202201,3호선,무악재,3783,3805,3783,3805
202201,3호선,백석,9217,9085,9217,9085
202201,3호선,불광,15241,16025,15241,16025
202201,3호선,삼송,17995,17859,17995,17859
202201,3호선,수서,16175,16474,16175,16474
202201,3호선,신사,31422,32147,31422,32147
202201,3호선,안국,19174,19623,19174,19623
202201,3호선,압구정,32508,34545,32508,34545
202201,3호선,약수,12230,11926,12230,11926
202201,3호선,양재,39110,41847,39110,41847
202201,3호선,연신내,34175,32797,34175,32797
202201,3호선,오금,6064,5477,6064,5477
202201,3호선,옥수,8402,8896,8402,8896
202201,3호선,원당,10177,9734,10177,9734
202201,3호선,원흥,9941,9485,9941,9485
202201,3호선,을지로3가,10752,10942,10752,10942
202201,3호선,일원,9749,9533,9749,9533
202201,3호선,잠원,4474,4477,4474,4477
202201,3호선,정발산,6894,6818,6894,6818
202201,3호선,종로3가,10047,11314,10047,11314
202201,3호선,주엽,8355,8436,8355,8436
202201,3호선,지축,4247,4168,4247,4168
202201,3호선,학여울,1693,1780,1693,1780
202201,3호선,홍제,16038,15389,16038,15389
202201,3호선,화정,15656,16104,15656,16104
202201,3호선,가락시장,8797,8623,8797,8623
202201,3호선,경복궁,18953,18378,18953,18378
202201,3호선,경찰병원,7442,7426,7442,7426
202201,3호선,고속터미널,37660,36306,37660,36306
202201,3호선,교대,14587,9390,14587,9390
202201,3호선,구파발,19701,18719,19701,18719
202201,3호선,금호,7793,7377,7793,7377
202201,3호선,남부터미널,28784,29298,28784,29298
202201,3호선,녹번,15197,13936,15197,13936
202201,3호선,대곡,1866,1419,1866,1419
202201,3호선,대청,9696,9033,9696,9033
202201,3호선,대치,11442,11485,11442,11485
202201,3호선,대화,11967,9495,11967,9495
202201,3호선,도곡,5211,5422,5211,5422
202201,3호선,독립문,6223,6437,6223,6437
202201,3호선,동대입구,6913,7249,6913,7249
202201,3호선,마두,7124,7312,7124,7312
202201,3호선,매봉,12966,12409,12966,12409
202201,3호선,무악재,3760,3837,3760,3837
202201,3호선,백석,9431,9491,9431,9491
202201,3호선,불광,15284,16248,15284,16248
202201,3호선,삼송,18328,17882,18328,17882
202201,3호선,수서,16589,16890,16589,16890
202201,3호선,신사,32050,33023,32050,33023
202201,3호선,안국,19156,19745,19156,19745
202201,3호선,압구정,32035,34330,32035,34330
202201,3호선,약수,12401,12102,12401,12102
202201,3호선,양재,38961,42414,38961,42414
202201,3호선,연신내,34371,32721,34371,32721
202201,3호선,오금,6132,5503,6132,5503
202201,3호선,옥수,8441,8825,8441,8825
202201,3호선,원당,10310,9812,10310,9812
202201,3호선,원흥,9900,9565,9900,9565
202201,3호선,을지로3가,10665,10826,10665,10826
202201,3호선,일원,9883,9613,9883,9613
202201,3호선,잠원,4569,4461,4569,4461
202201,3호선,정발산,6600,6528,6600,6528
202201,3호선,종로3가,10215,11367,10215,11367
202201,3호선,주엽,8313,8346,8313,8346
202201,3호선,지축,4160,4131,4160,4131
202201,3호선,학여울,1701,1732,1701,1732
202201,3호선,홍제,16252,15720,16252,15720
202201,3호선,화정,15900,16242,15900,16242
202201,3호선,가락시장,9243,9046,9243,9046
202201,3호선,경복궁,19021,18500,19021,18500
202201,3호선,경찰병원,7356,7442,7356,7442
202201,3호선,고속터미널,43375,44994,43375,44994
202201,3호선,교대,14581,9258,14581,9258
202201,3호선,구파발,20001,18855,20001,18855
202201,3호선,금호,7987,7539,7987,7539
202201,3호선,남부터미널,30531,30889,30531,30889
202201,3호선,녹번,15283,13864,15283,13864
202201,3호선,대곡,1842,1457,1842,1457
202201,3호선,대청,9710,9170,9710,9170
202201,3호선,대치,12021,11893,12021,11893
202201,3호선,대화,11937,9700,11937,9700
202201,3호선,도곡,5228,5408,5228,5408
202201,3호선,독립문,6428,6407,6428,6407
202201,3호선,동대입구,7108,7303,7108,7303
202201,3호선,마두,7399,7638,7399,7638
202201,3호선,매봉,12804,12233,12804,12233
202201,3호선,무악재,3814,3815,3814,3815
202201,3호선,백석,9617,9712,9617,9712
202201,3호선,불광,15615,16411,15615,16411
202201,3호선,삼송,18576,17992,18576,17992
202201,3호선,수서,18106,18351,18106,18351
202201,3호선,신사,34064,35278,34064,35278
202201,3호선,안국,18983,19736,18983,19736
202201,3호선,압구정,34764,37130,34764,37130
202201,3호선,약수,12802,12357,12802,12357
202201,3호선,양재,40915,42808,40915,42808
202201,3호선,연신내,35360,33804,35360,33804
202201,3호선,오금,6316,5448,6316,5448
202201,3호선,옥수,8902,9178,8902,9178
202201,3호선,원당,10595,10094,10595,10094
202201,3호선,원흥,10138,9676,10138,9676
202201,3호선,을지로3가,10976,11099,10976,11099
202201,3호선,일원,9929,9360,9929,9360
202201,3호선,잠원,4914,4696,4914,4696
202201,3호선,정발산,7199,7283,7199,7283
202201,3호선,종로3가,10345,11880,10345,11880
202201,3호선,주엽,8797,8877,8797,8877
202201,3호선,지축,4218,4179,4218,4179
202201,3호선,충무로,1,0,1,0
202201,3호선,학여울,2809,2908,2809,2908
202201,3호선,홍제,16720,16097,16720,16097
202201,3호선,화정,16305,16887,16305,16887
202201,3호선,가락시장,5913,5567,5913,5567
