사용월,호선명,지하철역,승차총승객수,하차총승객수,승하차총승객수,주중주말
202111,경인선,역곡,20437,19534,39971,주말
202111,경인선,부천,28257,29381,57638,주말
202111,경인선,송내,18424,17921,36345,주말
202111,경인선,부평,28884,32307,61191,주말
202111,경인선,백운,5371,5299,10670,주말
202111,경인선,동암,12736,12887,25623,주말
202111,경인선,주안,16256,14117,30373,주말
202111,경인선,제물포,7705,7266,14971,주말
202111,경인선,동인천,11861,11658,23519,주말
202111,경인선,인천,4627,3878,8505,주말
202111,경인선,구일,4335,4032,8367,주말
202111,경인선,소사,7470,7308,14778,주말
202111,경인선,부개,6454,5906,12360,주말
202111,경인선,간석,4270,4008,8278,주말
202111,경인선,도원,2056,2142,4198,주말
202111,경인선,온수,4956,4425,9381,주말
202111,경인선,중동,6749,6351,13100,주말
202111,경인선,도화,3226,2889,6115,주말
202111,경춘선,신내,1309,1279,2588,주말
202111,경춘선,갈매,1956,1640,3596,주말
202111,경춘선,별내,2423,2341,4764,주말
202111,경춘선,퇴계원,2705,2396,5101,주말
202111,경춘선,사릉,2431,2307,4738,주말
202111,경춘선,금곡,1057,1062,2119,주말
202111,경춘선,평내호평,4726,4451,9177,주말
202111,경춘선,천마산,1358,1343,2701,주말
202111,경춘선,마석,3177,3089,6266,주말
202111,경춘선,대성리,802,923,1725,주말
202111,경춘선,청평,1665,1881,3546,주말
202111,경춘선,상천,365,320,685,주말
202111,경춘선,가평,2072,2348,4420,주말
202111,경춘선,굴봉산,160,165,325,주말
202111,경춘선,백양리,115,122,237,주말
202111,경춘선,강촌,671,684,1355,주말
202111,경춘선,김유정,463,604,1067,주말
202111,경춘선,남춘천,2862,2951,5813,주말
202111,경춘선,춘천,1753,1615,3368,주말
202111,공항철도 1호선,서울,8625,8899,17524,주말
202111,공항철도 1호선,공덕,1593,2503,4096,주말
202111,공항철도 1호선,홍대입구,12444,13061,25505,주말
202111,공항철도 1호선,디지털미디어시티,5720,5478,11198,주말
202111,공항철도 1호선,마곡나루,3309,3609,6918,주말
202111,공항철도 1호선,김포공항,12263,5931,18194,주말
202111,공항철도 1호선,계양,7276,6620,13896,주말
202111,공항철도 1호선,검암,4862,4746,9608,주말
202111,공항철도 1호선,청라국제도시,4451,4268,8719,주말
202111,공항철도 1호선,운서,6102,6090,12192,주말
202111,공항철도 1호선,공항화물청사,1258,1301,2559,주말
202111,공항철도 1호선,인천공항1터미널,4022,3922,7944,주말
202111,공항철도 1호선,인천공항2터미널,2187,1814,4001,주말
202111,공항철도 1호선,영종,2965,3041,6006,주말
202111,과천선,선바위,5741,5027,10768,주말
202111,과천선,경마공원,6703,6726,13429,주말
202111,과천선,대공원,5219,5482,10701,주말
202111,과천선,과천,4309,3908,8217,주말
202111,과천선,정부과천청사,6056,6061,12117,주말
202111,과천선,인덕원,17062,16497,33559,주말
202111,과천선,평촌,10043,9656,19699,주말
202111,과천선,범계,20338,20431,40769,주말
202111,분당선,선릉,5361,8482,13843,주말
202111,분당선,한티,11849,11837,23686,주말
202111,분당선,도곡,5264,4178,9442,주말
202111,분당선,구룡,1491,1399,2890,주말
202111,분당선,개포동,2694,2620,5314,주말
202111,분당선,대모산입구,3057,2764,5821,주말
202111,분당선,수서,11108,11197,22305,주말
202111,분당선,복정,1,0,1,주말
202111,분당선,수원,7580,6301,13881,주말
202111,분당선,서울숲,8957,9505,18462,주말
202111,분당선,압구정로데오,18079,22035,40114,주말
202111,분당선,강남구청,5767,7040,12807,주말
202111,분당선,선정릉,3589,3666,7255,주말
202111,분당선,가천대,6142,6466,12608,주말
202111,분당선,태평,10657,9850,20507,주말
202111,분당선,모란,16005,16313,32318,주말
202111,분당선,야탑,18397,19318,37715,주말
202111,분당선,서현,18797,19187,37984,주말
202111,분당선,수내,8803,8158,16961,주말
202111,분당선,정자,10579,10971,21550,주말
202111,분당선,미금,11053,11190,22243,주말
202111,분당선,오리,8238,6901,15139,주말
202111,분당선,이매,4106,4097,8203,주말
202111,분당선,보정,1712,1504,3216,주말
202111,분당선,죽전,11187,12272,23459,주말
202111,분당선,구성,3453,3563,7016,주말
202111,분당선,신갈,2791,2703,5494,주말
202111,분당선,기흥,6807,6433,13240,주말
202111,분당선,상갈,4065,3934,7999,주말
202111,분당선,청명,2803,2651,5454,주말
202111,분당선,영통,7513,7216,14729,주말
202111,분당선,망포,9629,8529,18158,주말
202111,분당선,매탄권선,3576,3212,6788,주말
202111,분당선,수원시청,11261,13619,24880,주말
202111,분당선,매교,2069,1995,4064,주말
202111,수인선,고색,2473,2416,4889,주말
202111,수인선,오목천,2300,1921,4221,주말
202111,수인선,어천,707,646,1353,주말
202111,수인선,야목,267,222,489,주말
202111,수인선,사리,3662,2881,6543,주말
202111,수인선,달월,60,51,111,주말
202111,수인선,월곶,2024,1864,3888,주말
202111,수인선,소래포구,5927,6181,12108,주말
202111,수인선,인천논현,4340,4411,8751,주말
202111,수인선,호구포,2629,2474,5103,주말
202111,수인선,남동인더스파크,1013,933,1946,주말
202111,수인선,원인재,3776,3760,7536,주말
202111,수인선,연수,4024,3912,7936,주말
202111,수인선,송도,2012,1898,3910,주말
202111,수인선,인하대,4635,4281,8916,주말
202111,수인선,숭의,2867,2564,5431,주말
202111,수인선,신포,1450,1547,2997,주말
202111,수인선,인천,1227,2169,3396,주말
202111,안산선,산본,12438,13172,25610,주말
202111,안산선,대야미,3856,3366,7222,주말
202111,안산선,반월,3428,3212,6640,주말
202111,안산선,상록수,12974,12791,25765,주말
202111,안산선,한대앞,7999,7493,15492,주말
202111,안산선,중앙,16041,17351,33392,주말
202111,안산선,고잔,6892,6979,13871,주말
202111,안산선,초지,3551,3607,7158,주말
202111,안산선,안산,9589,9789,19378,주말
202111,안산선,신길온천,1515,1446,2961,주말
202111,안산선,정왕,6851,6760,13611,주말
202111,안산선,오이도,7769,7963,15732,주말
202111,안산선,수리산,2851,2535,5386,주말
202111,우이신설선,북한산우이,3157,3326,6483,주말
202111,우이신설선,솔밭공원,1760,1658,3418,주말
202111,우이신설선,4.19민주묘지,2282,1993,4275,주말
202111,우이신설선,가오리,2908,2634,5542,주말
202111,우이신설선,화계,2487,2227,4714,주말
202111,우이신설선,삼양,1427,1464,2891,주말
202111,우이신설선,삼양사거리,1821,1849,3670,주말
202111,우이신설선,솔샘,3917,3385,7302,주말
202111,우이신설선,북한산보국문,4656,4102,8758,주말
202111,우이신설선,정릉,3649,2942,6591,주말
202111,경원선,동두천중앙,2794,2755,5549,주말
202111,경원선,지행,5745,5685,11430,주말
202111,경원선,덕정,4540,4203,8743,주말
202111,경원선,덕계,2585,2296,4881,주말
202111,경원선,양주,6711,6175,12886,주말
202111,경원선,녹양,3645,3505,7150,주말
202111,경원선,가능,5214,4927,10141,주말
202111,경원선,의정부,17703,19186,36889,주말
202111,경원선,회룡,9813,9606,19419,주말
202111,경원선,망월사,5780,5807,11587,주말
202111,경원선,도봉산,8777,6101,14878,주말
202111,경원선,도봉,4471,4227,8698,주말
202111,경원선,방학,7379,7168,14547,주말
202111,경원선,녹천,3351,2757,6108,주말
202111,경원선,월계,4799,4466,9265,주말
202111,경원선,광운대,5597,5451,11048,주말
202111,경원선,석계,6854,7343,14197,주말
202111,경원선,신이문,6279,5619,11898,주말
202111,경원선,외대앞,6850,6399,13249,주말
202111,경원선,청량리,16858,17322,34180,주말
202111,경원선,왕십리,12756,14601,27357,주말
202111,경원선,응봉,1432,1253,2685,주말
202111,경원선,옥수,56,47,103,주말
202111,경원선,한남,2845,2813,5658,주말
202111,경원선,서빙고,1889,2114,4003,주말
202111,경원선,이촌,2894,2183,5077,주말
202111,경부선,광명,3058,2738,5796,주말
202111,경부선,서동탄,1031,1052,2083,주말
202111,경부선,당정,4130,3812,7942,주말
202111,경부선,천안,6539,6677,13216,주말
202111,경부선,두정,5168,5232,10400,주말
202111,경부선,직산,682,725,1407,주말
202111,4호선,노원,11494,12692,24186,주말
202111,4호선,창동,14641,15417,30058,주말
202111,4호선,쌍문,15602,13957,29559,주말
202111,5호선,방화,3394,3415,6809,주말
202111,5호선,개화산,2551,2637,5188,주말
202111,5호선,김포공항,7155,6393,13548,주말
202111,5호선,송정,3553,3624,7177,주말
202111,5호선,마곡,3387,3502,6889,주말
202111,5호선,발산,9306,9642,18948,주말
202111,5호선,우장산,6504,6735,13239,주말
202111,5호선,화곡,13868,13289,27157,주말
202111,5호선,까치산,14971,14965,29936,주말
202111,5호선,신정,6125,5603,11728,주말
202111,5호선,목동,7858,8175,16033,주말
202111,5호선,오목교,11002,11878,22880,주말
202111,5호선,양평,2548,2641,5189,주말
202111,5호선,영등포구청,1374,1351,2725,주말
202111,5호선,영등포시장,4806,4890,9696,주말
202111,5호선,신길,1775,2087,3862,주말
202111,5호선,여의도,7904,8147,16051,주말
202111,5호선,여의나루,6959,8043,15002,주말
202111,5호선,마포,4658,4666,9324,주말
202111,5호선,공덕,4643,4911,9554,주말
202111,5호선,애오개,2587,2624,5211,주말
202111,5호선,충정로,1388,1386,2774,주말
202111,5호선,서대문,5073,4985,10058,주말
202111,5호선,광화문,11152,11459,22611,주말
202111,5호선,종로3가,8887,7671,16558,주말
202111,5호선,을지로4가,1424,1464,2888,주말
202111,5호선,동대문역사문화공원,738,819,1557,주말
202111,5호선,청구,1683,1544,3227,주말
202111,5호선,신금호,2816,2968,5784,주말
202111,5호선,행당,3859,3507,7366,주말
202111,5호선,왕십리,2490,2968,5458,주말
202111,5호선,마장,2779,2636,5415,주말
202111,5호선,답십리,7299,6895,14194,주말
202111,5호선,장한평,7759,7738,15497,주말
202111,5호선,군자,6023,6564,12587,주말
202111,5호선,아차산,9406,9167,18573,주말
202111,5호선,광나루,7634,7443,15077,주말
202111,5호선,천호,12276,11409,23685,주말
202111,5호선,강동,8728,8897,17625,주말
202111,5호선,길동,3890,4023,7913,주말
202111,5호선,굽은다리,5062,4806,9868,주말
202111,5호선,명일,4552,4616,9168,주말
202111,5호선,고덕,4108,4165,8273,주말
202111,5호선,상일동,6396,6185,12581,주말
202111,5호선,둔촌동,4498,4559,9057,주말
202111,5호선,올림픽공원,2331,2123,4454,주말
202111,5호선,방이,3952,3750,7702,주말
202111,5호선,오금,1563,1522,3085,주말
202111,5호선,개롱,2930,3205,6135,주말
202111,5호선,거여,4366,4266,8632,주말
202111,5호선,마천,3545,3872,7417,주말
202111,5호선,강일,1869,1784,3653,주말
202111,5호선,미사,8216,8223,16439,주말
202111,5호선,하남풍산,1937,2008,3945,주말
202111,5호선,하남시청,3658,3513,7171,주말
202111,5호선,하남검단산,3882,3861,7743,주말
202111,6호선,응암,8910,8974,17884,주말
202111,6호선,역촌,1916,2283,4199,주말
202111,6호선,불광,2765,2421,5186,주말
202111,6호선,독바위,1427,1718,3145,주말
202111,6호선,연신내,1,0,1,주말
202111,6호선,구산,3678,2807,6485,주말
202111,6호선,새절,6204,6077,12281,주말
202111,6호선,증산,5311,5480,10791,주말
202111,6호선,디지털미디어시티,4985,5242,10227,주말
202111,6호선,월드컵경기장,3094,3299,6393,주말
202111,6호선,마포구청,7044,6413,13457,주말
202111,6호선,망원,8698,9386,18084,주말
202111,6호선,합정,9109,8497,17606,주말
202111,6호선,상수,6174,6954,13128,주말
202111,6호선,광흥창,4123,3971,8094,주말
202111,6호선,대흥,4881,5006,9887,주말
202111,6호선,공덕,6875,6503,13378,주말
202111,6호선,효창공원앞,3332,2984,6316,주말
202111,6호선,삼각지,3613,2663,6276,주말
202111,6호선,녹사평,3688,3669,7357,주말
202111,6호선,이태원,9684,8737,18421,주말
202111,6호선,한강진,5798,6923,12721,주말
202111,6호선,버티고개,911,1017,1928,주말
202111,6호선,약수,1653,1625,3278,주말
202111,경부선,가산디지털단지,4838,6778,11616,주말
202111,경부선,구로,9797,10150,19947,주말
202111,경부선,신길,4797,4243,9040,주말
202111,경부선,신도림,2193,2361,4554,주말
202111,경부선,영등포,32033,30665,62698,주말
202111,경부선,대방,5795,6410,12205,주말
202111,경부선,노량진,6041,5901,11942,주말
202111,경부선,용산,34428,30715,65143,주말
202111,경부선,남영,4443,4694,9137,주말
202111,경부선,서울,8515,1836,10351,주말
202111,경강선,여주,2060,2234,4294,주말
202111,경강선,세종대왕릉,273,267,540,주말
202111,경강선,부발,1284,2002,3286,주말
202111,경강선,이천,2167,2482,4649,주말
202111,경강선,신둔도예촌,946,956,1902,주말
202111,경강선,곤지암,1688,1781,3469,주말
202111,경강선,초월,1618,1604,3222,주말
202111,경강선,경기광주,3708,3631,7339,주말
202111,경강선,삼동,1029,934,1963,주말
202111,경강선,이매,709,473,1182,주말
202111,경강선,판교,2404,2292,4696,주말
202111,9호선2~3단계,중앙보훈병원,3254,3094,6348,주말
202111,9호선2~3단계,둔촌오륜,435,469,904,주말
202111,9호선2~3단계,올림픽공원,4835,5168,10003,주말
202111,9호선2~3단계,한성백제,1325,1177,2502,주말
202111,9호선2~3단계,송파나루,2968,3202,6170,주말
202111,9호선2~3단계,석촌,4666,4088,8754,주말
202111,9호선2~3단계,석촌고분,2832,2900,5732,주말
202111,9호선2~3단계,삼전,3506,3420,6926,주말
202111,9호선2~3단계,종합운동장,2393,2258,4651,주말
202111,9호선2~3단계,봉은사,9335,9913,19248,주말
202111,9호선2~3단계,삼성중앙,1938,1986,3924,주말
202111,9호선2~3단계,선정릉,3288,3782,7070,주말
202111,9호선2~3단계,언주,4239,4192,8431,주말
202111,9호선,신논현,16398,15425,31823,주말
202111,9호선,사평,1426,1503,2929,주말
202111,9호선,고속터미널,10670,14419,25089,주말
202111,9호선,신반포,1621,1786,3407,주말
202111,9호선,구반포,691,747,1438,주말
202111,9호선,동작,1052,892,1944,주말
202111,9호선,흑석,3772,3920,7692,주말
202111,9호선,노들,2470,2135,4605,주말
202111,9호선,노량진,14502,15223,29725,주말
202111,9호선,샛강,1584,1588,3172,주말
202111,9호선,여의도,9064,7987,17051,주말
202111,9호선,국회의사당,5089,4641,9730,주말
202111,9호선,당산,8974,8773,17747,주말
202111,9호선,선유도,2726,2637,5363,주말
202111,9호선,신목동,1670,1526,3196,주말
202111,9호선,염창,8264,8280,16544,주말
202111,9호선,등촌,4997,5223,10220,주말
202111,9호선,증미,2821,2881,5702,주말
202111,9호선,가양,10106,10035,20141,주말
202111,9호선,양천향교,4069,4389,8458,주말
202111,9호선,마곡나루,5417,5456,10873,주말
202111,9호선,신방화,3365,3361,6726,주말
202111,9호선,공항시장,1628,1846,3474,주말
202111,9호선,김포공항,7364,11440,18804,주말
202111,9호선,개화,1009,981,1990,주말
202111,8호선,모란,2329,2065,4394,주말
202111,8호선,수진,2960,2697,5657,주말
202111,8호선,신흥,2433,2692,5125,주말
202111,8호선,단대오거리,5208,5128,10336,주말
202111,8호선,남한산성입구,6422,6007,12429,주말
202111,8호선,산성,3182,3186,6368,주말
202111,8호선,복정,5506,5060,10566,주말
202111,8호선,장지,8953,9022,17975,주말
202111,8호선,문정,5972,6198,12170,주말
202111,8호선,가락시장,3058,3845,6903,주말
202111,8호선,송파,3383,3521,6904,주말
202111,8호선,석촌,4050,5155,9205,주말
202111,8호선,잠실,9595,10731,20326,주말
202111,8호선,몽촌토성,3309,3175,6484,주말
202111,8호선,강동구청,4486,4653,9139,주말
202111,8호선,천호,8685,10062,18747,주말
202111,8호선,암사,8356,7997,16353,주말
202111,7호선,부평구청,3532,3116,6648,주말
202111,7호선,굴포천,4666,4735,9401,주말
202111,7호선,삼산체육관,2485,2319,4804,주말
202111,7호선,상동,7403,7400,14803,주말
202111,7호선,부천시청,6736,6491,13227,주말
202111,7호선,신중동,6529,6515,13044,주말
202111,7호선,춘의,3456,3337,6793,주말
202111,7호선,부천종합운동장,2368,2021,4389,주말
202111,7호선,까치울,4032,3999,8031,주말
202111,7호선,온수,3800,3979,7779,주말
202111,7호선,천왕,4722,4525,9247,주말
202111,7호선,광명사거리,11887,11794,23681,주말
202111,7호선,철산,10057,10180,20237,주말
202111,7호선,가산디지털단지,10885,10147,21032,주말
202111,7호선,남구로,6505,6332,12837,주말
202111,7호선,대림,6967,6612,13579,주말
202111,7호선,신풍,6099,5750,11849,주말
202111,7호선,보라매,4222,4285,8507,주말
202111,7호선,신대방삼거리,7829,7664,15493,주말
202111,7호선,장승배기,4748,4665,9413,주말
202111,7호선,상도,5094,5131,10225,주말
202111,7호선,숭실대입구,5634,6093,11727,주말
202111,7호선,남성,5268,5330,10598,주말
202111,7호선,이수,8349,7977,16326,주말
202111,7호선,내방,5064,5236,10300,주말
202111,7호선,고속터미널,14364,8610,22974,주말
202111,7호선,반포,2871,2883,5754,주말
202111,7호선,논현,6098,6637,12735,주말
202111,7호선,학동,6424,6813,13237,주말
202111,7호선,강남구청,5764,6233,11997,주말
202111,7호선,청담,7033,7693,14726,주말
202111,7호선,뚝섬유원지,4994,4798,9792,주말
202111,7호선,건대입구,7432,8037,15469,주말
202111,7호선,어린이대공원,6264,6309,12573,주말
202111,7호선,군자,7451,5979,13430,주말
202111,7호선,중곡,5109,4917,10026,주말
202111,7호선,용마산,3125,3375,6500,주말
202111,7호선,사가정,8839,8562,17401,주말
202111,7호선,면목,7870,7650,15520,주말
202111,7호선,상봉,9302,8801,18103,주말
202111,7호선,중화,5563,5376,10939,주말
202111,7호선,먹골,5578,5579,11157,주말
202111,7호선,태릉입구,4674,4420,9094,주말
202111,7호선,공릉,6330,6436,12766,주말
202111,7호선,하계,8998,8586,17584,주말
202111,7호선,중계,6803,6277,13080,주말
202111,7호선,노원,10860,10745,21605,주말
202111,7호선,마들,5943,5575,11518,주말
202111,7호선,수락산,7571,7358,14929,주말
202111,7호선,도봉산,4888,6981,11869,주말
202111,7호선,장암,1217,872,2089,주말
202111,6호선,신내,1,0,1,주말
202111,6호선,봉화산,3913,3785,7698,주말
202111,6호선,화랑대,5052,4361,9413,주말
202111,6호선,태릉입구,3126,3302,6428,주말
202111,6호선,석계,6262,6707,12969,주말
202111,6호선,돌곶이,5004,4734,9738,주말
202111,6호선,상월곡,3214,2948,6162,주말
202111,6호선,월곡,5293,5366,10659,주말
202111,6호선,고려대,4077,4032,8109,주말
202111,6호선,안암,5212,5535,10747,주말
202111,6호선,보문,4017,3736,7753,주말
202111,6호선,창신,1576,1479,3055,주말
202111,6호선,동묘앞,5709,5541,11250,주말
202111,6호선,신당,3965,4545,8510,주말
202111,6호선,청구,1618,1532,3150,주말
202111,경부선,천안,6351,6036,12387,주말
202111,경부선,당정,2985,2922,5907,주말
202111,경부선,서동탄,727,765,1492,주말
202111,경부선,광명,2948,2035,4983,주말
202111,경원선,이촌,2025,1637,3662,주말
202111,경원선,서빙고,1332,1378,2710,주말
202111,경원선,한남,1954,1947,3901,주말
202111,경원선,옥수,56,31,87,주말
202111,경원선,응봉,928,912,1840,주말
202111,경원선,왕십리,10174,11457,21631,주말
202111,경원선,청량리,14459,13401,27860,주말
202111,경원선,외대앞,6047,5557,11604,주말
202111,경원선,신이문,4599,4389,8988,주말
202111,경원선,석계,5041,5498,10539,주말
202111,경원선,광운대,4027,4248,8275,주말
202111,경원선,월계,3630,3385,7015,주말
202111,경원선,녹천,2504,2225,4729,주말
202111,경원선,방학,5582,5430,11012,주말
202111,경원선,도봉,3330,3105,6435,주말
202111,경원선,도봉산,7787,5396,13183,주말
202111,경원선,망월사,4362,4513,8875,주말
202111,경원선,회룡,7241,7169,14410,주말
202111,경원선,의정부,13696,13783,27479,주말
202111,경원선,가능,3867,3658,7525,주말
202111,경원선,녹양,2744,2643,5387,주말
202111,경원선,양주,4922,4901,9823,주말
202111,경원선,덕계,1735,1650,3385,주말
202111,경원선,덕정,3226,3405,6631,주말
202111,경원선,지행,4222,4248,8470,주말
202111,경원선,동두천중앙,1970,1897,3867,주말
202111,경원선,보산,1283,1515,2798,주말
202111,경원선,동두천,1274,1645,2919,주말
202111,경원선,소요산,3445,2878,6323,주말
202111,경의선,서울,1158,1053,2211,주말
202111,경의선,신촌,314,312,626,주말
202111,경의선,효창공원앞,1333,1541,2874,주말
202111,경의선,공덕,1948,1488,3436,주말
202111,경의선,서강대,1992,1894,3886,주말
202111,경의선,홍대입구,1577,2084,3661,주말
202111,경의선,가좌,2711,2914,5625,주말
202111,일산선,삼송,10347,10182,20529,주말
202111,일산선,원흥,5361,5191,10552,주말
202111,우이신설선,신설동,1084,1118,2202,주말
202111,우이신설선,보문,913,1020,1933,주말
202111,우이신설선,성신여대입구,2097,2566,4663,주말
202111,우이신설선,정릉,2654,2210,4864,주말
202111,우이신설선,북한산보국문,3562,3237,6799,주말
202111,우이신설선,솔샘,2795,2585,5380,주말
202111,우이신설선,삼양사거리,1492,1468,2960,주말
202111,우이신설선,삼양,1205,1170,2375,주말
202111,우이신설선,화계,2023,1881,3904,주말
202111,우이신설선,가오리,2295,2116,4411,주말
202111,우이신설선,4.19민주묘지,3490,2938,6428,주말
202111,우이신설선,솔밭공원,1501,1341,2842,주말
202111,우이신설선,북한산우이,2785,2696,5481,주말
202111,안산선,수리산,2035,2097,4132,주말
202111,안산선,오이도,5820,5591,11411,주말
202111,안산선,정왕,5254,5977,11231,주말
202111,안산선,신길온천,1134,1090,2224,주말
202111,안산선,안산,9488,8686,18174,주말
202111,안산선,초지,2470,2245,4715,주말
202111,안산선,고잔,4758,4480,9238,주말
202111,안산선,중앙,11469,11496,22965,주말
202111,안산선,한대앞,5223,5310,10533,주말
202111,안산선,상록수,9146,8955,18101,주말
202111,안산선,반월,2446,2436,4882,주말
202111,4호선,삼각지,2452,3372,5824,주말
202111,1호선,종로3가,13909,12279,26188,주말
202111,경의선,디지털미디어시티,1380,1307,2687,주말
202111,경의선,수색,928,985,1913,주말
202111,경의선,화전,785,874,1659,주말
202111,경의선,강매,1490,1407,2897,주말
202111,경의선,행신,4521,4202,8723,주말
202111,경의선,능곡,2065,2052,4117,주말
202111,경의선,곡산,333,312,645,주말
202111,경의선,백마,3260,3258,6518,주말
202111,2호선,영등포구청,8861,9061,17922,주말
202111,경의선,풍산,3504,3307,6811,주말
202111,경의선,일산,4713,4424,9137,주말
202111,경의선,탄현,4167,3826,7993,주말
202111,경의선,야당,4358,4379,8737,주말
202111,경의선,운정,3702,3580,7282,주말
202111,경의선,금릉,2666,2599,5265,주말
202111,경의선,금촌,4297,4542,8839,주말
202111,경의선,월롱,880,1794,2674,주말
202111,경의선,파주,604,551,1155,주말
202111,경의선,문산,3350,3377,6727,주말
202111,경의선,임진강,42,42,84,주말
202111,경인선,개봉,11939,11845,23784,주말
202111,경인선,오류동,7013,6569,13582,주말
202111,경인선,역곡,14697,14262,28959,주말
202111,경인선,부천,21469,21362,42831,주말
202111,경인선,송내,12973,12641,25614,주말
202111,경인선,부평,21655,22228,43883,주말
202111,경인선,백운,3848,3894,7742,주말
202111,경인선,동암,9289,9224,18513,주말
202111,경인선,주안,11547,10294,21841,주말
202111,경인선,제물포,5303,5146,10449,주말
202111,경인선,동인천,9065,8745,17810,주말
202111,경인선,인천,3470,2657,6127,주말
202111,경인선,구일,3040,3061,6101,주말
202111,경인선,소사,5608,5480,11088,주말
202111,경인선,부개,4544,4298,8842,주말
202111,경인선,간석,3008,2900,5908,주말
202111,경인선,도원,1587,1612,3199,주말
202111,경인선,온수,3546,3403,6949,주말
202111,경인선,중동,4778,4556,9334,주말
202111,경인선,도화,2268,2096,4364,주말
202111,경춘선,신내,933,933,1866,주말
202111,경춘선,갈매,1459,1315,2774,주말
202111,경춘선,별내,1829,1719,3548,주말
202111,경춘선,퇴계원,1998,1886,3884,주말
202111,경춘선,사릉,1623,1635,3258,주말
202111,경춘선,금곡,873,833,1706,주말
202111,경춘선,평내호평,3413,3145,6558,주말
202111,경춘선,천마산,989,956,1945,주말
202111,경춘선,마석,2468,2368,4836,주말
202111,경춘선,대성리,843,471,1314,주말
202111,경춘선,청평,1592,1171,2763,주말
202111,경춘선,상천,315,251,566,주말
202111,경춘선,가평,1925,1366,3291,주말
202111,경춘선,굴봉산,150,152,302,주말
202111,경춘선,백양리,109,100,209,주말
202111,경춘선,강촌,741,535,1276,주말
202111,경춘선,김유정,369,395,764,주말
202111,경춘선,남춘천,2359,2614,4973,주말
202111,경춘선,춘천,1563,1392,2955,주말
202111,공항철도 1호선,서울,8546,7590,16136,주말
202111,공항철도 1호선,공덕,1240,1711,2951,주말
202111,공항철도 1호선,홍대입구,9973,8916,18889,주말
202111,공항철도 1호선,디지털미디어시티,3471,3498,6969,주말
202111,공항철도 1호선,마곡나루,2191,2542,4733,주말
202111,공항철도 1호선,김포공항,11914,5804,17718,주말
202111,공항철도 1호선,계양,5045,5081,10126,주말
202111,공항철도 1호선,검암,3478,3625,7103,주말
202111,공항철도 1호선,청라국제도시,3200,3034,6234,주말
202111,공항철도 1호선,운서,4898,5240,10138,주말
202111,공항철도 1호선,공항화물청사,965,1064,2029,주말
202111,공항철도 1호선,인천공항1터미널,3722,3622,7344,주말
202111,공항철도 1호선,인천공항2터미널,1942,1778,3720,주말
202111,공항철도 1호선,영종,2370,2296,4666,주말
202111,과천선,선바위,3841,3556,7397,주말
202111,과천선,경마공원,7119,7141,14260,주말
202111,과천선,대공원,3592,3759,7351,주말
202111,과천선,과천,3095,2941,6036,주말
202111,과천선,정부과천청사,4054,4366,8420,주말
202111,과천선,인덕원,12114,12222,24336,주말
202111,과천선,평촌,6526,6303,12829,주말
202111,과천선,범계,14414,14008,28422,주말
202111,분당선,선릉,2937,4591,7528,주말
202111,분당선,한티,7501,7699,15200,주말
202111,분당선,도곡,2712,2448,5160,주말
202111,분당선,구룡,736,856,1592,주말
202111,분당선,개포동,1991,2085,4076,주말
202111,분당선,대모산입구,2217,2115,4332,주말
202111,분당선,수서,8577,8321,16898,주말
202111,분당선,수원,5763,4950,10713,주말
202111,분당선,서울숲,6119,6404,12523,주말
202111,분당선,압구정로데오,10295,11379,21674,주말
202111,분당선,강남구청,3481,4211,7692,주말
202111,분당선,선정릉,2338,2332,4670,주말
202111,2호선,강남,36846,36126,72972,주말
202111,2호선,역삼,11573,12742,24315,주말
202111,2호선,선릉,14034,12184,26218,주말
202111,2호선,삼성,24394,23738,48132,주말
202111,2호선,종합운동장,6861,7523,14384,주말
202111,2호선,잠실새내,10751,10983,21734,주말
202111,2호선,잠실,47623,45380,93003,주말
202111,2호선,잠실나루,5170,5344,10514,주말
202111,2호선,강변,23100,22551,45651,주말
202111,2호선,구의,11189,11301,22490,주말
202111,2호선,건대입구,26082,27216,53298,주말
202111,2호선,성수,13527,14974,28501,주말
202111,2호선,뚝섬,10779,11100,21879,주말
202111,2호선,한양대,2417,2681,5098,주말
202111,2호선,왕십리,9799,8691,18490,주말
202111,2호선,상왕십리,6768,6822,13590,주말
202111,2호선,신당,7876,8443,16319,주말
202111,2호선,동대문역사문화공원,7701,9094,16795,주말
202111,2호선,을지로4가,3282,3143,6425,주말
202111,2호선,을지로3가,8620,8068,16688,주말
202111,2호선,을지로입구,15969,14902,30871,주말
202111,2호선,시청,6430,5429,11859,주말
202111,1호선,청량리,12574,12750,25324,주말
202111,1호선,제기동,9634,9964,19598,주말
202111,1호선,신설동,7233,7112,14345,주말
202111,1호선,동대문,9041,9378,18419,주말
202111,1호선,종로5가,8748,8811,17559,주말
202111,1호선,종각,13015,11262,24277,주말
202111,1호선,시청,8225,8046,16271,주말
202111,1호선,동묘앞,11018,11297,22315,주말
202111,1호선,서울,31807,29415,61222,주말
202111,2호선,문래,7992,8435,16427,주말
202111,2호선,신도림,28342,28508,56850,주말
202111,2호선,대림,14341,14829,29170,주말
202111,2호선,구로디지털단지,23944,23532,47476,주말
202111,2호선,신대방,14832,14734,29566,주말
202111,2호선,신림,36161,35602,71763,주말
202111,2호선,봉천,11856,11621,23477,주말
202111,2호선,서울대입구,26402,27393,53795,주말
202111,2호선,낙성대,15345,15808,31153,주말
